CID,Vegetation,Surface_Temperature___C_
1,0.4515401,36.4012375
1,0.3991911,34.2970009
1,0.3734798,42.7655869
1,0.4029577,39.7544403
1,0.4132492,33.1096725
1,0.1114366,40.4208298
1,0.3099936,36.8455734
1,0.3515071,44.9907150
1,0.3886852,37.6659012
1,0.3776799,32.4089890
1,0.3376123,23.5870743
1,0.0584795,52.1993179
1,0.4083271,35.6287613
1,0.3335571,40.2601700
1,0.2375593,41.1215134
1,0.4178000,32.3713913
1,0.3699502,36.2508469
1,0.4192356,34.9109726
1,0.3988587,30.0881424
1,0.2254848,43.6862946
1,0.4225807,37.2796707
1,0.3160097,38.5135727
1,0.3776253,33.7488480
1,0.4918676,39.9081192
1,0.3687073,29.1755447
1,0.3983445,33.4856644
1,0.3619010,40.2123184
1,0.4518608,35.8064957
1,0.3773174,33.7864456
1,0.3741708,36.1961441
1,0.4878115,37.8094559
1,0.4958615,36.2542648
1,0.3860303,34.9143906
1,0.3968450,33.5369339
1,0.0919055,42.4237900
1,0.3240169,30.1941147
1,0.1415798,23.2692032
1,0.4680026,31.9612198
1,0.0662922,46.1726952
1,0.4145048,32.7371140
1,0.4167937,32.5798874
1,0.4207994,34.0462112
1,0.4386991,33.2122269
1,0.4223244,34.6272812
1,0.0707530,33.3220215
1,0.4307126,37.9359207
1,0.3183802,38.5443344
1,0.3799553,38.2127762
1,0.3997773,31.6433487
1,0.2822184,39.6312637
1,0.0838345,43.2030869
1,0.4879510,33.8582230
1,0.4450590,38.0487137
1,0.4086509,35.7415543
1,0.4240109,34.0872269
1,0.4597591,32.4465866
1,0.5456264,32.8259811
1,0.4904847,39.1356430
1,0.1465832,51.0320663
1,0.2298805,37.1254845
1,0.0919351,36.7226219
1,0.4269738,34.7366562
1,0.0830201,43.5790787
1,0.3990565,39.1664047
1,0.0992670,22.7940903
1,0.4297692,38.4896469
1,0.4263017,34.7913437
1,0.0739419,47.3730698
1,0.4430520,33.2942581
1,0.3867305,38.9305649
1,0.1388570,37.2010422
1,0.3524891,37.2352371
1,0.3757431,38.7459946
1,0.4325668,36.3738937
1,0.4868284,35.9534683
1,0.0566932,44.9872971
1,0.1322723,25.8498001
1,0.2388913,42.6322861
1,0.1887152,40.4003220
1,0.2487217,35.8304214
1,0.4206935,34.0974808
1,0.3748449,33.6463089
1,0.1840720,36.7156906
1,0.3549282,35.2869644
1,0.1293053,45.7324295
1,0.4090175,33.4241409
1,0.3453361,38.5169907
1,0.4679935,39.7714005
1,0.1454222,39.9833145
1,0.4278571,36.1653824
1,0.4200884,34.7298203
1,0.4260134,34.5042343
1,0.2065996,39.9286270
1,0.3007144,41.5487747
1,0.0483097,49.7092133
1,0.4279973,38.5340805
1,0.3908854,36.6507492
1,0.0350729,33.0293770
1,0.4547055,33.0789108
1,0.4072645,34.8426132
1,0.3984566,34.0257034
1,0.0768721,31.6083145
1,0.1275582,27.9484634
1,0.0019751,48.2344131
1,0.3544839,35.5501480
1,0.4445280,34.4563828
1,0.3939326,35.3826675
1,0.3690317,34.7810898
1,0.3575826,34.9690781
1,0.4334576,34.1179886
1,0.4060178,34.6580429
1,0.3648308,39.0946274
1,0.4167199,31.6433487
1,0.1728945,44.9052658
1,-0.0001209,31.4724503
1,0.0947072,47.3286362
1,0.3438827,37.7718582
1,0.4077575,38.3255844
1,0.3813684,41.5043411
1,0.4635538,33.4104691
1,0.3671885,38.4691391
1,0.5197551,32.3987350
1,0.3789872,36.5261688
1,0.4479426,32.5764694
1,0.4102735,38.6947250
1,0.4105648,34.2923203
1,0.2941481,34.7332382
1,0.4284514,34.0086136
1,0.1900497,39.1089096
1,0.3595794,36.0389175
1,0.4471352,33.7522659
1,0.2493598,43.7533951
1,0.4412856,38.3221664
1,0.4988526,37.9256668
1,0.5322456,31.8176651
1,0.2716952,38.9557381
1,0.4552455,31.4827042
1,0.2194494,44.3412857
1,0.3212992,29.4387283
1,0.4442295,33.1472702
1,0.4284671,35.0716171
1,0.3833169,34.7674179
1,0.4532749,33.1028366
1,0.4562629,32.2449265
1,0.3929632,32.8567429
1,0.2684262,29.0285568
1,0.4197552,39.7543106
1,0.4382802,35.4715347
1,0.4372554,32.6619186
1,0.0890663,47.0570412
1,0.1216756,40.9229164
1,0.1381724,47.0052490
1,0.4459959,34.5999374
1,0.3355372,39.4603653
1,0.2252687,38.9066391
1,0.4104839,31.6809464
1,0.3469262,35.9842300
1,0.4021310,33.0549850
1,0.4285815,34.7195663
1,0.3900661,34.7366562
1,0.4677527,40.1200333
1,0.4444751,32.5935593
1,0.3880348,36.7601242
1,0.2745628,24.9816208
1,0.2159613,47.0586166
1,0.1675631,45.0419846
1,0.3075976,41.3163528
1,0.0094175,44.0951920
1,0.3651732,33.9881058
1,0.2868378,21.8712234
1,0.0654649,18.1729355
1,0.3702969,38.2401199
1,0.1587530,44.3412933
1,0.3870297,38.7767563
1,0.4317104,33.1677933
1,0.3775740,37.0916672
1,0.0591706,45.5444412
1,0.0284271,19.1060562
1,0.2056849,41.6273880
1,0.3812977,35.3792496
1,0.1651159,43.9311295
1,0.3790233,34.3025742
1,0.3181874,34.4666367
1,0.3216903,42.6938095
1,0.0585049,34.8357773
1,0.4102114,38.3016586
1,0.4312253,34.7469101
1,0.0373127,44.6694260
1,0.4440921,35.1980972
1,0.3489912,35.7757339
1,0.3844313,36.7532883
1,0.2574763,42.0341263
1,0.2256708,40.1029434
1,0.3739529,29.4216385
1,0.0874382,46.2622147
1,0.2734829,43.3398056
1,0.4969515,30.5495834
1,0.2989773,37.8641434
1,0.4418229,34.8152695
1,0.4311752,33.0481491
1,0.3180684,42.7006454
1,0.2739395,29.1618729
1,0.3708094,34.7161484
1,0.1054665,39.4842911
1,0.4047977,41.5180130
1,0.4814146,33.1677933
1,0.3047356,39.9559708
1,0.4639815,35.9090347
1,0.4706171,32.7268600
1,0.4008673,33.7659378
1,0.4380629,38.7972641
1,0.4389109,34.1077347
1,0.3619425,32.0911026
1,0.3845135,30.3718491
1,0.4470960,36.6610031
1,0.3446182,39.1834946
1,0.1024367,41.1283493
1,0.3602329,33.7659378
1,0.4025113,34.9348984
1,0.1791049,38.4417953
1,0.4149423,33.6155472
1,0.3685703,35.1912460
1,0.2033156,43.0116806
1,0.3949648,34.4700546
1,0.4545344,30.0778885
1,0.4425597,34.5247421
1,0.3697561,34.4734726
1,0.4531637,35.8748550
1,0.2610097,39.3885880
1,0.2524028,41.3778763
1,0.3878514,35.1331406
1,0.1290828,34.0872269
1,0.3964995,46.5833702
1,0.4729843,32.1663132
1,0.1911673,41.7230911
1,0.4273916,34.0633011
1,0.4219564,34.5657578
1,0.4105255,33.3113480
1,0.3812581,36.7198257
1,0.1740729,45.0283127
1,0.4204785,31.9680557
1,0.1511896,26.2121201
1,0.4196006,41.1351852
1,0.4426872,35.3006363
1,0.1684680,40.8617477
1,0.4903413,36.5584641
1,0.2847731,26.6291122
1,0.1908719,42.5878525
1,0.4033830,39.4053459
1,0.4355432,35.3484879
1,0.4223132,32.5320358
1,0.4439655,34.0427933
1,0.5031308,32.9216843
1,0.0772915,22.5343246
1,0.0273743,21.8370438
1,0.4076772,36.9788742
1,0.2540552,40.8446579
1,0.3818141,34.7537460
1,0.4051645,38.2093582
1,0.4309313,27.2170181
1,0.4552721,35.3519058
1,0.3339015,40.7831345
1,0.4355858,32.7097702
1,0.0752484,48.2036514
1,0.3547386,32.9045944
1,0.1585349,48.6042519
1,0.4647346,35.9876480
1,0.3283784,27.6716080
1,0.4025476,37.9927025
1,0.2907783,37.6453934
1,0.4330781,30.4367905
1,0.2593296,29.5651932
1,0.4326886,32.2961960
1,0.4034668,38.5750961
1,0.0876468,51.0952988
1,0.0933559,47.7695694
1,0.1725368,45.4077225
1,0.2950801,39.8089981
1,0.1784539,44.2592545
1,0.3833594,33.6428909
1,0.2602328,38.1375847
1,0.3895732,40.5050354
1,0.4575289,35.1468124
1,0.4008115,35.0647812
1,0.3775510,34.5828476
1,0.0397718,30.6832275
1,0.3706049,38.8758774
1,0.4394009,34.9554062
1,0.1550859,44.4746017
1,0.4007962,35.2117691
1,0.3895456,33.7078323
1,0.3881220,34.3948593
1,0.3900505,33.6121292
1,0.3809597,34.2000351
1,0.1192941,23.2316055
1,0.3396167,35.7005386
1,0.4656470,34.4222031
1,0.3982248,31.7219620
1,0.3651371,39.8819160
1,0.4494116,43.2748642
1,0.3750048,35.0100937
1,0.3659486,35.1946640
1,0.3883007,36.5345383
1,0.2898670,38.9339828
1,0.3983480,39.7645645
1,0.4006375,38.7391586
1,0.3755828,29.3635330
1,0.4348486,33.2122269
1,0.3862146,35.5091324
1,0.2308644,20.6988449
1,0.4679019,34.3435898
1,-0.0048273,33.3113480
1,0.0239790,45.9887772
1,0.3973944,34.2718124
1,0.4533994,35.6287613
1,0.4258389,33.1301804
1,0.4025859,34.4153671
1,0.4001080,35.1331406
1,0.3928119,35.6082535
1,0.3802795,33.4343948
1,0.4082941,34.4529648
1,0.3845443,32.2722702
1,0.0817915,50.1724319
1,0.3980689,34.5076523
1,0.4158187,35.1707382
1,0.3350902,34.9554062
1,0.3736368,37.8094559
1,0.0849862,47.9575577
1,0.2911962,35.7757339
1,0.3409296,36.4764328
1,0.2560963,39.5287247
1,0.4447007,36.2884445
1,0.4479542,32.1731491
1,0.4276291,38.3631821
1,0.4318780,34.1863632
1,0.2231455,43.7909927
1,0.3581874,39.6244278
1,0.1189652,43.2543564
1,0.4539695,33.2498245
1,0.2208164,44.8813400
1,0.3141921,37.9449387
1,0.2903905,40.7455368
1,0.2930686,42.6869736
1,0.4227622,35.4749527
1,0.3706997,38.9066391
1,0.4788087,32.3918991
1,0.3163460,41.4802017
1,0.1294778,47.9883194
1,0.1882071,29.8181229
1,0.0422275,48.8257370
1,0.0924719,39.0467758
1,0.0985330,45.2949142
1,0.3736649,36.0901871
1,0.3989596,32.8499069
1,0.4525582,32.8123093
1,0.4704875,33.1438522
1,0.0357170,44.6711349
1,0.2540573,40.9608688
1,0.4415516,32.4124069
1,0.3994727,34.0291214
1,0.0446609,37.1736984
1,0.3604441,34.9383163
1,0.3368682,38.8416977
1,0.4356736,37.6932449
1,0.1387893,38.6913071
1,0.3643393,35.5330582
1,0.4668720,32.3269577
1,0.1525993,40.6237297
1,0.4443219,35.8338394
1,0.4387315,34.5076523
1,0.1125701,45.9477615
1,-0.0250173,33.9197464
1,0.3923344,35.7552261
1,0.4073800,33.4378128
1,0.4680982,31.8757706
1,0.4010961,36.1243668
1,0.2204473,39.0570297
1,0.4031843,35.7518082
1,0.2475714,37.2523270
1,0.2623135,35.0784531
1,0.2131409,24.8927536
1,0.3981874,38.1875000
1,0.4371151,34.5999374
1,0.4258430,37.3753738
1,0.4105578,33.8753128
1,0.3928864,34.9451523
1,-0.0003610,33.2874222
1,0.2868419,42.3930283
1,0.2318525,41.6820755
1,0.3652658,39.8089981
1,0.3870002,30.6657944
1,0.3402053,36.1312027
1,0.2297629,30.7990952
1,0.4699458,38.5511703
1,0.4665166,33.1746292
1,0.1277669,42.7690048
1,0.4813789,36.8182297
1,0.4613697,33.4446487
1,0.3915831,39.3213425
1,0.3794655,32.9251022
1,0.3740379,33.0276413
1,0.4418285,33.7864456
1,0.4259939,33.5027542
1,0.4676801,34.2068710
1,0.4132285,39.0331039
1,0.4504919,33.4754105
1,0.4168633,32.2859421
1,0.3035758,51.2385597
1,0.3634154,33.6873245
1,0.3535513,38.0452957
1,0.1137530,47.4037666
1,0.4399664,30.6657944
1,0.3882521,33.5335159
1,0.3410447,36.5721359
1,0.3947323,39.7577286
1,0.4797143,36.6370773
1,0.1453854,43.8361588
1,0.3290116,36.9515305
1,0.4200334,39.3133926
1,0.3882082,35.4578629
1,0.1203422,44.4951096
1,0.0941950,49.0239792
1,0.3657894,33.9368362
1,0.3465358,27.4870377
1,0.2456077,43.3930740
1,0.3768801,35.9568863
1,0.0662129,47.6328506
1,0.2707379,45.9873314
1,0.2521349,39.6483536
1,0.4059938,34.0906448
1,0.3789193,34.6648788
1,0.0417469,18.8556271
1,0.3927775,32.9661179
1,0.2333749,43.6952896
1,0.3614619,35.1057968
1,0.4285129,36.7430344
1,0.4226176,34.2991562
1,0.2424449,44.6181564
1,0.4379838,33.9197464
1,0.4210320,37.0267258
1,0.4530183,34.9246445
1,0.3062879,35.6219254
1,0.2219187,48.1660538
1,0.4383509,32.7610397
1,0.0219987,32.4294968
1,0.4094902,34.4427109
1,0.4376782,35.3484879
1,0.3757893,37.5838699
1,0.2838667,43.0697861
1,0.3735387,35.5809097
1,0.2701859,42.2597122
1,0.4455146,37.8436356
1,0.4980370,33.7898636
1,0.3626927,35.9124527
1,0.4296659,40.5472946
1,0.3689111,34.1555862
1,0.2048790,47.5132217
1,0.4003859,37.0745773
1,0.3957524,40.0892715
1,0.1396372,46.4228745
1,0.1505465,45.8315506
1,0.1322882,46.5527573
1,0.4095252,33.8924026
1,0.1263207,42.8066025
1,0.3763548,35.7244644
1,0.4079346,36.0047379
1,0.4544376,34.1316605
1,0.1835538,47.1699448
1,0.2826047,41.4906693
1,0.4307981,32.8362350
1,0.3888474,32.2175827
1,0.0942722,47.5098038
1,0.3897481,34.4734726
1,0.2401100,43.6166763
1,0.3946555,32.4465866
1,0.4263431,34.5999374
1,0.4426989,34.2034531
1,0.4703933,32.8123093
1,0.4303209,38.3734360
1,0.4816621,36.6004753
1,0.4384613,34.4905624
1,0.4244609,32.6790085
1,0.4950266,33.3523636
1,0.0278553,20.7507668
1,0.3988371,36.9515305
1,0.4037770,37.7029419
1,0.4943897,31.3323135
1,0.1410397,45.3025589
1,0.2816321,50.0698929
1,0.3195738,41.5624466
1,0.3350917,34.0393753
1,0.5202873,31.6433487
1,0.3935171,33.3626175
1,0.2321989,49.9912796
1,0.3834055,35.2698746
1,0.3733035,34.0872269
1,0.4389893,33.2327347
1,0.3452357,41.9384232
1,0.3832381,34.7093124
1,0.3948255,35.2356949
1,0.4509720,37.8294830
1,0.2315665,43.6269302
1,0.4313181,38.8724594
1,0.1038420,50.8013535
1,0.1120311,26.7829208
1,0.2724910,43.2235947
1,0.3035129,38.8861313
1,0.4274053,34.8015976
1,0.3717949,33.9983597
1,0.0518674,46.0776443
1,0.2152136,47.3757439
1,0.4923714,32.4021530
1,0.4101087,34.3059921
1,0.2030338,35.6937027
1,0.4503911,35.4168472
1,0.4030482,34.3025742
1,0.3866527,33.4856644
1,0.4355006,36.1756363
1,0.0802484,48.2344131
1,0.4823449,35.4783707
1,0.2721583,37.8501625
1,0.4501068,33.5745316
1,0.0940660,48.4964714
1,0.3962893,34.5213242
1,0.2353308,39.7317123
1,0.1246549,24.5475388
1,0.3950521,34.9588242
1,0.4157903,32.3953171
1,0.5344922,34.4324570
1,0.3839127,34.2342148
1,0.4321640,31.4963760
1,0.1206067,41.8244896
1,0.3909869,41.1249313
1,0.5194623,31.7663956
1,0.2836032,39.3646622
1,0.4115799,35.0100937
1,0.4236194,32.8464890
1,0.1898548,42.5092392
1,0.3667978,40.0174942
1,0.4456503,32.9832077
1,0.5334106,31.1306534
1,0.2852999,29.7976151
1,0.4607872,32.5662155
1,0.2221081,43.2680283
1,0.1750992,46.8015099
1,0.3038453,43.0356064
1,0.2474223,44.4199142
1,0.2313754,48.9795456
1,0.3960274,33.0960007
1,0.0662649,50.2407913
1,0.4194373,34.1829453
1,0.4031601,36.7840500
1,0.2608164,36.7943039
1,0.3855257,34.3401718
1,0.4182505,33.1335983
1,0.2792980,41.2650681
1,0.4662638,32.6106491
1,0.4532490,34.9554062
1,0.0432610,45.1271286
1,0.4534416,32.6516647
1,0.4202144,39.4355469
1,0.4054554,31.3801651
1,0.3982521,35.3245621
1,0.1281435,45.9853592
1,0.3967696,35.3348160
1,0.2389083,47.6362686
1,0.4089665,34.0462112
1,0.3823218,35.1399765
1,0.4821826,32.3543015
1,0.3762875,35.3245621
1,0.1798970,43.3158798
1,0.1197660,48.8599167
1,0.3967311,39.4458351
1,0.3434900,27.4972916
1,0.3547219,40.6156540
1,0.3046911,41.9999466
1,0.4264464,37.8231277
1,0.4269002,39.3794518
1,0.2658098,49.7896194
1,0.0013908,33.5266800
1,0.4026706,35.1399765
1,0.3829148,43.2987900
1,0.4002180,37.4300613
1,0.1148819,46.6689682
1,0.3987494,33.1985550
1,0.3970987,33.2532425
1,0.3854917,37.9974442
1,0.4153420,33.1165085
1,0.3764276,32.1423721
1,0.4880127,34.8562851
1,0.3940554,36.2303391
1,0.3940156,36.3123703
1,0.2124334,41.9896927
1,0.3025177,22.6642075
1,0.5166657,31.4621964
1,0.0423155,45.6479073
1,0.1649594,48.8086472
1,0.4366255,32.6482468
1,0.3660537,39.2757950
1,0.4510571,32.6721725
1,0.4260676,32.6721725
1,0.3327474,39.8329239
1,0.3854628,37.5667801
1,0.0440971,37.3120308
1,0.4217955,34.1487503
1,0.4610895,28.7892990
1,0.4216449,32.4329147
1,0.3651666,37.6283035
1,0.4241890,33.2908401
1,0.3200640,37.5120926
1,0.2495982,44.0175438
1,0.4984339,32.8875046
1,0.4486013,38.0487137
1,0.3135351,40.6464157
1,0.3389927,39.5129013
1,0.3918024,33.6975784
1,0.0280818,43.8251724
1,0.1639789,44.4916916
1,0.3489463,36.3807297
1,0.1534340,43.6337624
1,0.4515433,32.8430710
1,0.1919116,40.4550095
1,0.4068222,33.8377151
1,0.4351441,34.5384140
1,0.3830244,33.3079300
1,0.4021524,33.2532425
1,0.3699036,34.7913437
1,0.4012581,34.4256210
1,0.1402234,41.6034622
1,0.3765549,34.6101913
1,0.1810287,49.0444870
1,0.2434185,43.9653091
1,0.4339318,34.1145706
1,0.4795138,33.3147659
1,0.0875601,46.0229568
1,0.3750522,34.2068710
1,0.4501858,34.8802109
1,0.5141166,37.9393387
1,0.2964513,35.9056168
1,0.2954115,31.5920792
1,0.2620712,41.7060013
1,0.3551092,34.1384964
1,0.4346568,40.2977829
1,0.5103036,31.8757706
1,0.2511861,39.4979630
1,0.2724894,27.1589127
1,0.3630695,36.5482101
1,0.4919145,34.0906448
1,0.3454877,36.5516281
1,0.3584762,23.1769180
1,0.4107902,31.8279190
1,0.4128720,41.6684036
1,0.1223895,49.5025101
1,0.4007330,33.9197464
1,0.1104230,47.7900772
1,0.4232445,33.1130905
1,0.4233065,37.5208931
1,0.3898933,35.8782730
1,0.4334264,33.9539261
1,0.3211059,37.3048286
1,0.3516645,40.0311661
1,0.4441918,40.4379196
1,0.4126149,33.8069534
1,0.2080874,44.9291916
1,0.3646828,33.9641800
1,0.4079971,32.2449265
1,0.0179682,44.9121017
1,0.4511060,33.8069534
1,0.0438459,21.9054031
1,0.4743682,32.9968796
1,0.4722870,36.3875656
1,0.4160396,34.4871445
1,0.4058806,33.1677933
1,0.4169908,33.8137894
1,0.0832303,47.8721085
1,0.2641980,31.9612198
1,0.0192494,45.4589920
1,0.3775847,33.1609421
1,0.3613881,32.4226608
1,0.4253459,35.0476913
1,0.3350115,35.7928238
1,0.3616326,44.1635513
1,0.3558078,36.5550461
1,0.2502663,33.5574417
1,0.3800214,38.8923759
1,0.4306651,35.2664566
1,0.0637276,20.3922596
1,0.3752921,34.6751328
1,0.4198588,32.8977585
1,0.4648834,31.3288956
1,0.3506595,33.6907425
1,0.3276192,41.3812943
1,0.0496923,42.9433212
1,0.0452694,18.0643559
1,0.4500526,34.6546249
1,0.3500646,39.5834122
1,0.4079736,34.9622421
1,0.4423341,33.8308792
1,0.3482699,37.3070145
1,0.4706439,32.6960983
1,0.1068633,46.3579178
1,0.4062008,34.1077347
1,0.0252082,35.0443878
1,0.1174199,50.7500839
1,0.1568628,43.1210556
1,0.0826039,46.2861404
1,0.4846827,31.6980362
1,0.3837086,34.3128281
1,0.3987608,36.2132339
1,0.1019183,46.9048080
1,0.1785774,38.0760574
1,0.4109164,33.5779495
1,0.0397743,21.2799149
1,0.4127911,40.9095993
1,0.3567313,32.9900436
1,0.5110097,31.9646378
1,0.4433802,37.2625809
1,0.3630314,35.6048355
1,0.0017974,34.9895859
1,0.3826590,32.1526413
1,0.4745289,35.6048355
1,0.4294569,32.8328171
1,0.4514239,32.0090714
1,0.0996000,38.2658119
1,0.1505739,46.2929764
1,0.3947128,33.0652390
1,0.1450180,46.1460037
1,0.1833894,29.9924393
1,0.3252802,29.0080490
1,0.4192476,34.7298203
1,0.3888718,32.5798874
1,0.0032917,34.6375351
1,0.2675123,31.9338760
1,0.3389437,39.6654434
1,0.4128860,39.0091782
1,0.3690326,36.3157883
1,0.4235594,33.5130081
1,0.4527059,31.5749893
1,0.3894514,37.3172684
1,0.4200439,37.3958817
1,0.4826854,32.5081100
1,0.3665503,34.5042343
1,0.1617752,29.2165604
1,0.2751746,39.8465958
1,0.4159980,35.4305191
1,0.3375498,37.9837723
1,0.3697292,35.3416519
1,0.4436280,32.6585007
1,0.1478135,50.0801468
1,0.4285808,41.2035446
1,0.0979463,46.6894760
1,0.4047028,35.5535660
1,0.4131647,35.3143082
1,0.2502693,39.3373184
1,0.4543005,32.8157272
1,0.0887332,33.4378128
1,0.3727117,34.7434921
1,0.4138605,38.1683426
1,0.1261530,46.3176689
1,0.3921398,36.8113937
1,0.1768494,24.7116013
1,0.2733808,43.5756607
1,0.1897408,31.4006729
1,0.4410129,32.2380905
1,0.4140557,33.0139694
1,0.4727115,33.9505081
1,0.3907222,34.7742538
1,0.1111276,50.5112801
1,0.4035667,33.9129105
1,0.4155892,38.3666000
1,0.3729182,33.7351761
1,0.2336207,46.9663315
1,0.3293970,42.4374619
1,0.2752706,28.5671310
1,0.3465482,33.9846878
1,0.1148406,48.5215378
1,0.4299419,39.0604477
1,0.3552797,35.1707382
1,0.3615623,36.6414070
1,0.3813533,32.6106491
1,0.4810342,33.3455276
1,0.1550811,45.5615311
1,0.4592632,35.8919449
1,0.1105447,41.8393021
1,0.3764485,38.0247879
1,0.4594366,37.6522293
1,0.4311883,32.4431686
1,0.0402612,30.6405716
1,0.3460495,32.8259811
1,0.0783289,41.4932671
1,0.3782254,35.2254410
1,0.0981951,23.2760391
1,0.0587035,32.1773949
1,0.4092645,42.9930878
1,0.4321695,36.6024551
1,0.2613055,45.3359299
1,0.3929781,38.2196121
1,0.1279378,44.4267502
1,0.1021843,50.1758499
1,0.4165365,39.3304825
1,0.3575465,33.6258011
1,0.3919106,35.1570663
1,0.3652555,34.6682968
1,0.3386564,37.5633621
1,0.3870173,32.6345749
1,0.2430765,43.4765396
1,0.2961068,34.6272812
1,0.3664338,34.5965195
1,0.2154087,36.0560074
1,0.4318152,36.7464523
1,0.1793738,41.2001266
1,0.0756734,45.5385056
1,0.3125077,38.2401199
1,0.4299223,34.5281601
1,0.4062258,35.3792496
1,0.4139950,33.7454300
1,0.3116489,39.5697403
1,0.4278274,36.5789719
1,0.2537606,39.6927872
1,0.3200931,43.3534927
1,0.4763761,32.5217819
1,0.4176938,31.8074112
1,0.2942250,41.9350052
1,0.4550746,33.2464066
1,0.4512052,32.6482468
1,0.4245381,36.6507492
1,0.3703919,32.6379929
1,0.3851278,36.4149094
1,0.0808014,44.7104416
1,0.4448490,39.5765762
1,0.4240527,31.6638565
1,0.3680223,36.0970230
1,0.4097098,35.8229752
1,0.3606870,36.1038589
1,0.4018236,40.1713028
1,0.3713415,34.7537460
1,0.1722088,44.4164963
1,0.2559740,38.9544907
1,0.4703959,37.1907883
1,0.4252536,33.8069534
1,0.4125323,41.5932083
1,0.1267867,40.8104782
1,0.3359985,39.3588142
1,0.1664031,44.2319107
1,0.4229414,42.4784775
1,0.2416129,42.6938095
1,0.4037030,34.6272812
1,0.4000140,35.7586441
1,0.3696690,32.6003952
1,0.4331676,35.1126328
1,0.3230884,40.5267868
1,0.3341071,38.4725571
1,0.2990509,36.1312027
1,0.3340049,34.9827499
1,0.4015973,41.7470169
1,0.4820012,35.9184341
1,0.2282982,36.6840439
1,0.2783730,42.3998642
1,0.4409640,31.7834854
1,0.3091740,32.3850632
1,0.3902346,34.0564651
1,0.0082674,35.2254410
1,0.4077014,35.1604843
1,0.4539026,33.9915237
1,0.2441601,39.4569473
1,0.3860987,34.1179886
1,0.4236172,32.6892624
1,0.4610688,35.0340195
1,0.2528574,43.7089615
1,0.3536162,34.7024765
1,0.3813484,26.5607529
1,0.0647666,44.1209488
1,0.3821890,36.8865891
1,0.5000913,33.5266800
1,0.1025812,41.2787399
1,0.3882880,37.8128738
1,0.3870261,33.4822464
1,0.0758116,37.6142769
1,0.4548526,33.6804886
1,0.3959528,33.3967972
1,0.1366375,43.7773209
1,0.1005091,45.5307693
1,0.1935496,44.5224533
1,0.3695811,34.0940628
1,0.3559167,37.4437332
1,0.2475337,45.1855392
1,0.4425506,30.7785873
1,0.3926003,35.8133316
1,0.1653969,40.1849747
1,0.4933009,33.0652390
1,0.4432629,35.0135117
1,0.4176466,35.4988785
1,0.3939326,36.5516281
1,0.4683718,33.6394730
1,0.0738789,42.6714478
1,0.2108139,26.3761826
1,0.3528672,28.6833420
1,0.3398520,40.1488838
1,0.1288947,28.3176193
1,0.4839602,38.9989243
1,0.4279802,32.8875046
1,0.5086342,32.9387741
1,0.3947926,36.6951828
1,0.0728756,46.7646713
1,0.4281456,37.8607254
1,0.4088645,32.8362350
1,0.1649013,45.1718674
1,0.4815269,31.3699112
1,0.1665550,46.0297928
1,0.2464546,47.0757065
1,0.3998953,32.9695358
1,0.0752380,44.5873947
1,0.4052157,33.2600784
1,0.4211736,37.2659988
1,0.1337885,48.4018936
1,0.4304098,36.3431320
1,0.0473973,44.1772232
1,0.3870909,34.5555038
1,0.0987470,23.9425430
1,0.1054686,41.3334427
1,0.0981987,42.7929306
1,0.2979015,39.9183731
1,0.3138075,32.2722702
1,0.3918658,35.9158707
1,0.1236303,45.4316483
1,0.3677252,33.8308792
1,0.3627890,35.2186050
1,0.4619717,33.8787308
1,0.4306234,34.6648788
1,0.3661942,36.1312027
1,0.3576241,34.2444687
1,0.4031818,38.3187485
1,0.3893679,35.6355972
1,0.3880939,36.2850266
1,0.2229673,47.1030502
1,0.4353967,37.2762527
1,0.5304663,33.0447311
1,0.3924260,35.7791519
1,0.3488088,32.1834030
1,0.4795873,34.3128281
1,0.1222358,41.1215134
1,0.3293369,34.3675156
1,0.3804451,34.9109726
1,0.1512660,43.3398056
1,0.3656881,39.5150528
1,0.2336076,39.8807755
1,0.3904741,33.4138870
1,0.4233524,36.8900070
1,0.0465002,29.4196262
1,0.4098549,33.5711136
1,0.3941759,34.1487503
1,0.1304145,44.9599533
1,0.4214248,33.1643753
1,0.3267616,40.5951462
1,0.2874599,26.5539169
1,0.0756194,22.1822739
1,0.2300552,40.7728806
1,0.3970693,32.5217819
1,0.3904783,33.3284378
1,0.3906629,26.3898544
1,0.4412666,33.6052933
1,0.3923424,43.5448990
1,0.3654243,37.6009598
1,0.4384443,32.7986374
1,0.3971806,34.5965195
1,0.4225176,32.0569229
1,0.4245466,31.6228409
1,0.1174263,48.3848038
1,0.0797332,41.2855759
1,0.3477083,34.5999374
1,0.2657968,44.5873947
1,0.3039185,50.1724319
1,0.4152639,32.0193253
1,0.4453478,34.6238632
1,0.3524264,35.5330582
1,0.4782527,35.1008263
1,0.1826339,48.1182022
1,0.3217680,44.9667892
1,0.3618852,33.0310593
1,0.4577828,35.3651962
1,0.1984631,46.1972733
1,0.4044039,32.1765671
1,0.3606870,36.1038589
1,0.3901933,30.7854233
1,0.3590715,32.9968796
1,0.5381732,31.6604385
1,0.4131808,31.3596573
1,0.4242899,33.2908401
1,0.0038531,33.4583206
1,0.1897071,41.6786575
1,0.1149668,46.4809799
1,0.4338405,32.2825241
1,0.4185517,36.0656242
1,0.3638805,33.9231644
1,0.4668639,37.7786942
1,0.3897436,34.4973984
1,0.4539999,32.1047745
1,0.3895964,35.4646988
